0; 1
0,1; 1,09547619047619
0,2; 1,18329842040441
0,3; 1,26505693541668
0,4; 1,34185999797823
0,5; 1,41451647318705
0,6; 1,48363833860807
0,7; 1,54970221224584
0,8; 1,61308830007287
0,9; 1,67410614839051
1; 1,73301230821332
1,1; 1,79002284373715
1,2; 1,84532244612225
1,3; 1,89907125277337
1,4; 1,951410083734
1,5; 2,00246457052513
1,6; 2,05234850496593
1,7; 2,10116664098212
1,8; 2,14901712098907
1,9; 2,19599365825735
2; 2,24218758054995
2,1; 2,28768982382794
2,2; 2,33259295516995
2,3; 2,37699329946389
2,4; 2,42099324376043
2,5; 2,46470379566991
2,6; 2,50824747730905
2,7; 2,55176164364849
2,8; 2,59540232328328
2,9; 2,63934869017666
3; 2,68380828618006
3,1; 2,7290231251918
3,2; 2,77527681936837
3,3; 2,82290287398685
3,4; 2,87229429784665
3,5; 2,92391466718913
3,6; 2,97831075892192
3,7; 3,03612682876098
3,8; 3,09812054691146
3,9; 3,16518051405083
4; 3,23834516193715
4,1; 3,31882269875148
4,2; 3,40801159934206
4,3; 3,50752098480655
4,4; 3,61919011564212
4,5; 3,74510617937155
4,6; 3,88761963253603
4,7; 4,04935659607877
4,8; 4,23322821657951
4,9; 4,44243746794959
5; 4,68048450539548
5,1; 4,95117228131365
5,2; 5,25861456245665
5,3; 5,60724864529594
5,4; 6,00185491045977
5,5; 6,44758492632817
5,6; 6,94999921440042
5,7; 7,51511516602956
5,8; 8,14946508111633
5,9; 8,86016396830093
5,99999999999999; 9,65498662889261
6,09999999999999; 10,542453619482
6,19999999999999; 11,5319258981338
6,29999999999999; 12,6337082463406
6,39999999999999; 13,8591618722472
6,49999999999999; 15,220826904897
6,59999999999999; 16,7325557660293
6,69999999999999; 18,4096586503112
6,79999999999999; 20,2690625606337
6,89999999999999; 22,329485540603
6,99999999999999; 24,6116279314718
7,09999999999999; 27,1383826650129
7,19999999999999; 29,935066795555
7,29999999999999; 33,0296766804942
7,39999999999999; 36,4531694447083
7,49999999999999; 40,2397736150889
7,59999999999999; 44,4273320908761
7,69999999999999; 49,0576809272801
7,79999999999999; 54,1770677575374
7,89999999999999; 59,8366140657
7,99999999999999; 66,0928259529305
8,09999999999999; 73,0081585180833
8,19999999999999; 80,6516395034976
8,29999999999999; 89,0995584443638
8,39999999999999; 98,4362282104559
8,49999999999999; 108,754826548804
8,59999999999999; 120,158326032079
8,69999999999999; 132,76052169793
8,79999999999998; 146,687166637939
8,89999999999998; 162,077226870905
8,99999999999998; 179,084268024495
9,09999999999998; 197,877987663787
9,19999999999998; 218,645908557843
9,29999999999998; 241,595249780807
9,39999999999998; 266,954994318005
9,49999999999998; 294,978173807825
9,59999999999998; 325,944393216424
9,69999999999998; 360,162620635989
9,79999999999998; 397,974270042371
9,89999999999998; 439,756607770767
9,99999999999998; 485,926516697852
10,1; 536,944655687663
